DisNo.,type_name
2018-0295-IND,"Slide (land, mud, snow, rock)"
2018-0299-CAN,Pollution
2018-0305-CHN,Flood
2018-0305-LAO,Flood
2018-0305-VNM,Flood
2018-0305-VNM,"Slide (land, mud, snow, rock)"
2018-0309-PRK,Flood
2018-0313-TWN,Flood
2018-0314-MMR,Broken Dam/Burst bank
2018-0326-JPN,Flood
2018-0330-JPN,"Slide (land, mud, snow, rock)"
2018-0341-PHL,"Slide (land, mud, snow, rock)"
2018-0342-USA,Flood
2018-0344-USA,Hail
2018-0347-CHN,Flood
2018-0348-CHN,Flood
2018-0352-IDN,Liquefaction
2018-0352-IDN,Tsunami/Tidal wave
2018-0353-JPN,Flood
2018-0368-GHA,Broken Dam/Burst bank
2018-0369-VNM,"Slide (land, mud, snow, rock)"
2018-0372-IND,"Slide (land, mud, snow, rock)"
2018-0373-USA,Surge
2018-0374-CRI,"Slide (land, mud, snow, rock)"
2018-0374-GTM,"Slide (land, mud, snow, rock)"
2018-0374-HND,"Slide (land, mud, snow, rock)"
2018-0374-NIC,"Slide (land, mud, snow, rock)"
2018-0374-SLV,"Slide (land, mud, snow, rock)"
2018-0383-IRN,"Slide (land, mud, snow, rock)"
2018-0384-LKA,"Slide (land, mud, snow, rock)"
2018-0385-IND,Flood
2018-0385-IND,Surge
2018-0394-OMN,Flood
2018-0394-YEM,Flood
2018-0395-TTO,"Slide (land, mud, snow, rock)"
2018-0396-COL,"Slide (land, mud, snow, rock)"
2018-0397-ITA,Flood
2018-0397-ITA,"Slide (land, mud, snow, rock)"
2018-0399-PHL,"Slide (land, mud, snow, rock)"
2018-0407-RUS,Storm
2018-0419-USA,Storm
2018-0421-MEX,Flood
2018-0423-UGA,Flood
2018-0425-IDN,"Slide (land, mud, snow, rock)"
2018-0439-ARG,Storm
2018-0455-PHL,Flood
2018-0455-PHL,"Slide (land, mud, snow, rock)"
2018-0456-VUT,Earthquake
2018-0457-USA,Flood
2018-0458-IDN,Tsunami/Tidal wave
2018-0461-ITA,Earthquake
2018-0469-SLB,Flood
2018-0471-IDN,"Slide (land, mud, snow, rock)"
2018-0472-IDN,"Slide (land, mud, snow, rock)"
2018-0483-IDN,"Slide (land, mud, snow, rock)"
2018-9191-NAM,Food shortage
2018-9277-SLV,Heat wave
2018-9278-AFG,Food shortage
2018-9491-SEN,Food shortage
2019-0001-AUT,"Avalanche (Snow, Debris)"
2019-0001-CHE,"Avalanche (Snow, Debris)"
2019-0005-LBN,Flood
2019-0005-LBN,Snow/ice
2019-0007-USA,Snow/ice
2019-0008-ARG,Storm
2019-0008-BRA,Storm
2019-0013-IDN,Flood
2019-0015-ESP,"Slide (land, mud, snow, rock)"
2019-0020-MDG,Collapse
2019-0020-MDG,"Slide (land, mud, snow, rock)"
2019-0022-IDN,"Slide (land, mud, snow, rock)"
2019-0044-DZA,Snow/ice
2019-0045-USA,Lightening
2019-0045-USA,Snow/ice
2019-0046-USA,Cold wave
2019-0050-AFG,Industrial accidents
2019-0050-AFG,"Slide (land, mud, snow, rock)"
2019-0055-MDA,Cold wave
2019-0056-MNG,Cold wave
2019-0056-MNG,Snow/ice
2019-0072-PER,"Slide (land, mud, snow, rock)"
2019-0072-PER,Storm
2019-0073-BOL,"Slide (land, mud, snow, rock)"
2019-0073-BOL,Storm
2019-0082-AFG,"Slide (land, mud, snow, rock)"
2019-0082-PAK,"Slide (land, mud, snow, rock)"
2019-0084-AUS,Heat wave
2019-0086-USA,"Slide (land, mud, snow, rock)"
2019-0086-USA,Storm
2019-0089-USA,Flood
2019-0089-USA,Hail
2019-0090-USA,"Slide (land, mud, snow, rock)"
2019-0093-PER,"Slide (land, mud, snow, rock)"
2019-0098-PNG,"Slide (land, mud, snow, rock)"
2019-0100-BRA,"Slide (land, mud, snow, rock)"
2019-0106-ZAF,Storm
2019-0107-IDN,"Slide (land, mud, snow, rock)"
2019-0110-MOZ,"Slide (land, mud, snow, rock)"
2019-0110-ZWE,Flood
2019-0116-USA,Storm
2019-0125-IRN,"Slide (land, mud, snow, rock)"
2019-0141-IRQ,Storm
2019-0146-BRA,"Slide (land, mud, snow, rock)"
2019-0155-IND,Flood
2019-0159-COL,"Slide (land, mud, snow, rock)"
2019-0160-USA,Hail
2019-0165-COM,Flood
2019-0168-IDN,"Slide (land, mud, snow, rock)"
2019-0171-CAN,Broken Dam/Burst bank
2019-0176-ZAF,"Slide (land, mud, snow, rock)"
2019-0184-USA,Flood
2019-0186-ESP,Flood
2019-0216-AFG,"Slide (land, mud, snow, rock)"
2019-0216-TJK,"Slide (land, mud, snow, rock)"
2019-0222-ROU,Hail
2019-0222-ROU,Storm
2019-0225-MEX,"Slide (land, mud, snow, rock)"
2019-0225-MEX,Storm
2019-0227-UGA,Flood
2019-0227-UGA,Lightening
2019-0233-SLV,"Slide (land, mud, snow, rock)"
2019-0250-USA,Hail
2019-0265-VNM,"Slide (land, mud, snow, rock)"
2019-0283-ECU,Flood
2019-0287-BIH,"Slide (land, mud, snow, rock)"
2019-0288-IND,Broken Dam/Burst bank
2019-0301-ESP,Storm
2019-0321-IND,Flood
2019-0321-IND,Hail
2019-0322-JPN,"Slide (land, mud, snow, rock)"
2019-0331-IND,"Slide (land, mud, snow, rock)"
2019-0332-NPL,"Slide (land, mud, snow, rock)"
2019-0334-IDN,Tsunami/Tidal wave
2019-0337-BGD,Lightening
2019-0337-BGD,"Slide (land, mud, snow, rock)"
2019-0346-PAK,"Slide (land, mud, snow, rock)"
2019-0357-TUR,"Slide (land, mud, snow, rock)"
2019-0368-BRA,"Slide (land, mud, snow, rock)"
2019-0369-MMR,Industrial accidents
2019-0370-MAR,"Slide (land, mud, snow, rock)"
2019-0370-MAR,Transport accident
2019-0380-VNM,"Slide (land, mud, snow, rock)"
2019-0382-SLE,"Slide (land, mud, snow, rock)"
2019-0385-MMR,"Slide (land, mud, snow, rock)"
2019-0386-PAK,"Slide (land, mud, snow, rock)"
2019-0387-CHN,Flood
2019-0387-CHN,"Slide (land, mud, snow, rock)"
2019-0395-GTM,Flood
2019-0395-GTM,Lightening
2019-0396-POL,Lightening
2019-0409-JPN,"Slide (land, mud, snow, rock)"
2019-0412-USA,Flood
2019-0413-ESP,Storm
2019-0417-USA,Flood
2019-0418-MEX,Flood
2019-0426-MAR,Transport accident
2019-0430-UGA,Flood
2019-0452-LKA,"Slide (land, mud, snow, rock)"
2019-0453-TCD,Collapse
2019-0461-YEM,"Slide (land, mud, snow, rock)"
2019-0464-PAK,"Slide (land, mud, snow, rock)"
2019-0470-PAK,"Slide (land, mud, snow, rock)"
2019-0482-VNM,"Slide (land, mud, snow, rock)"
2019-0487-RUS,Broken Dam/Burst bank
2019-0487-RUS,Collapse
2019-0490-GTM,Flood
2019-0490-GTM,"Slide (land, mud, snow, rock)"
2019-0492-JPN,Flood
2019-0497-ESP,"Slide (land, mud, snow, rock)"
2019-0499-IND,"Slide (land, mud, snow, rock)"
2019-0499-LKA,"Slide (land, mud, snow, rock)"
2019-0500-KEN,"Slide (land, mud, snow, rock)"
2019-0514-CIV,Storm
2019-0516-JPN,"Slide (land, mud, snow, rock)"
2019-0519-MEX,Flood
2019-0532-CAN,Flood
2019-0533-FRA,Flood
2019-0533-FRA,"Slide (land, mud, snow, rock)"
2019-0533-ITA,Flood
2019-0533-ITA,"Slide (land, mud, snow, rock)"
2019-0534-VNM,Flood
2019-0534-VNM,"Slide (land, mud, snow, rock)"
2019-0541-PHL,Flood
2019-0541-PHL,"Slide (land, mud, snow, rock)"
2019-0542-BRA,"Slide (land, mud, snow, rock)"
2019-0543-ITA,Flood
2019-0543-ITA,"Slide (land, mud, snow, rock)"
2019-0545-AUS,Heat wave
2019-0545-AUS,Pollution
2019-0549-VNM,Flood
2019-0557-KEN,Flood
2019-0558-FRA,Flood
2019-0558-ITA,"Slide (land, mud, snow, rock)"
2019-0558-ITA,Surge
2019-0576-FRA,"Slide (land, mud, snow, rock)"
2019-0577-LKA,"Slide (land, mud, snow, rock)"
2019-0579-DJI,"Slide (land, mud, snow, rock)"
2019-0580-BRA,"Slide (land, mud, snow, rock)"
2019-0593-USA,Cold wave
2019-0599-UGA,"Slide (land, mud, snow, rock)"
2019-0600-SOM,Flood
2019-0600-SOM,"Slide (land, mud, snow, rock)"
2019-0601-MDG,Broken Dam/Burst bank
2019-0601-MDG,Flood
2019-0611-CHN,"Slide (land, mud, snow, rock)"
2019-0621-FRA,Flood
2019-0624-USA,Hail
2019-0625-UGA,"Slide (land, mud, snow, rock)"
2019-0630-ETH,Food shortage
2019-0630-KEN,Food shortage
2019-0630-SDN,Food shortage
2019-0630-SOM,Food shortage
2019-0630-UGA,Food shortage
2019-0632-IDN,"Slide (land, mud, snow, rock)"
2019-0633-MOZ,Storm
2019-0634-PHL,Flood
2019-0634-PHL,"Slide (land, mud, snow, rock)"
2019-0645-BDI,"Slide (land, mud, snow, rock)"
2019-0646-IDN,Pollution
2019-0647-PER,"Slide (land, mud, snow, rock)"
2019-0657-IDN,"Slide (land, mud, snow, rock)"
2019-9023-PAK,Food shortage
2019-9076-PRK,Food shortage
2019-9109-SOM,Food shortage
2019-9145-KEN,Food shortage
2019-9619-BWA,Food shortage
2019-9667-ZMB,Food shortage
2020-0001-ISR,Storm
2020-0005-TUR,Snow/ice
2020-0007-PRI,Tsunami/Tidal wave
2020-0009-AFG,Cold wave
2020-0009-AFG,Snow/ice
2020-0010-PAK,"Slide (land, mud, snow, rock)"
2020-0010-PAK,Snow/ice
2020-0011-USA,Flood
2020-0016-MDG,"Slide (land, mud, snow, rock)"
2020-0018-IDN,Collapse
2020-0019-AUS,Flood
2020-0019-AUS,"Slide (land, mud, snow, rock)"
2020-0022-BRA,"Slide (land, mud, snow, rock)"
2020-0022-BRA,Storm
2020-0030-MNG,Cold wave
2020-0032-PER,"Slide (land, mud, snow, rock)"
2020-0041-RWA,"Slide (land, mud, snow, rock)"
2020-0045-PSE,Flood
2020-0045-PSE,Storm
2020-0053-AUS,Storm
2020-0056-BRA,"Slide (land, mud, snow, rock)"
2020-0057-IND,"Avalanche (Snow, Debris)"
2020-0058-BOL,"Slide (land, mud, snow, rock)"
2020-0059-IDN,"Slide (land, mud, snow, rock)"
2020-0060-ARG,Flood
2020-0070-PER,Flood
2020-0071-COL,"Slide (land, mud, snow, rock)"
2020-0075-HND,Storm
2020-0077-BRA,"Slide (land, mud, snow, rock)"
2020-0083-BRA,"Slide (land, mud, snow, rock)"
2020-0088-VNM,Flood
2020-0088-VNM,Lightening
2020-0091-BOL,"Slide (land, mud, snow, rock)"
2020-0094-PER,"Slide (land, mud, snow, rock)"
2020-0095-PAK,Cold wave
2020-0095-PAK,"Slide (land, mud, snow, rock)"
2020-0098-RWA,Lightening
2020-0102-EGY,Transport accident
2020-0103-MDG,Flood
2020-0108-YEM,Storm
2020-0109-BDI,Flood
2020-0111-PNG,"Slide (land, mud, snow, rock)"
2020-0122-PER,"Slide (land, mud, snow, rock)"
2020-0125-COG,Lightening
2020-0132-SLB,Transport accident
2020-0134-IDN,"Slide (land, mud, snow, rock)"
2020-0148-USA,Flood
2020-0157-KAZ,Broken Dam/Burst bank
2020-0157-KAZ,Storm
2020-0157-UZB,Broken Dam/Burst bank
2020-0157-UZB,Storm
2020-0158-PRI,"Slide (land, mud, snow, rock)"
2020-0160-MYS,"Slide (land, mud, snow, rock)"
2020-0161-IDN,"Slide (land, mud, snow, rock)"
2020-0164-KEN,"Slide (land, mud, snow, rock)"
2020-0165-VNM,Flood
2020-0166-TZA,"Slide (land, mud, snow, rock)"
2020-0167-USA,Flood
2020-0171-RWA,"Slide (land, mud, snow, rock)"
2020-0182-UGA,"Slide (land, mud, snow, rock)"
2020-0183-GTM,"Slide (land, mud, snow, rock)"
2020-0183-GTM,Storm
2020-0185-IDN,"Slide (land, mud, snow, rock)"
2020-0188-RWA,"Slide (land, mud, snow, rock)"
2020-0190-USA,Hail
2020-0206-IND,"Slide (land, mud, snow, rock)"
2020-0207-CUB,Flood
2020-0212-USA,Broken Dam/Burst bank
2020-0213-UGA,"Slide (land, mud, snow, rock)"
2020-0218-GTM,"Slide (land, mud, snow, rock)"
2020-0218-HND,"Slide (land, mud, snow, rock)"
2020-0218-SLV,Flood
2020-0218-SLV,"Slide (land, mud, snow, rock)"
2020-0219-MEX,"Slide (land, mud, snow, rock)"
2020-0238-USA,Hail
2020-0250-IDN,"Slide (land, mud, snow, rock)"
2020-0257-NGA,Collapse
2020-0259-CIV,"Slide (land, mud, snow, rock)"
2020-0260-CHN,Flood
2020-0264-GTM,"Slide (land, mud, snow, rock)"
2020-0266-CAN,Hail
2020-0269-MMR,Collapse
2020-0270-BRA,Flood
2020-0270-BRA,"Slide (land, mud, snow, rock)"
2020-0280-URY,Flood
2020-0285-BIH,"Slide (land, mud, snow, rock)"
2020-0285-SRB,"Slide (land, mud, snow, rock)"
2020-0296-JPN,"Slide (land, mud, snow, rock)"
2020-0297-NPL,"Slide (land, mud, snow, rock)"
2020-0301-URY,Storm
2020-0304-IND,"Slide (land, mud, snow, rock)"
2020-0305-SDN,Storm
2020-0306-ARM,Flood
2020-0307-THA,Flood
2020-0307-THA,Surge
2020-0308-KOR,"Slide (land, mud, snow, rock)"
2020-0316-MEX,Flood
2020-0316-USA,Flood
2020-0323-BGD,"Slide (land, mud, snow, rock)"
2020-0325-IDN,"Slide (land, mud, snow, rock)"
2020-0328-VNM,"Slide (land, mud, snow, rock)"
2020-0329-MMR,Broken Dam/Burst bank
2020-0333-KOR,"Slide (land, mud, snow, rock)"
2020-0353-MEX,"Slide (land, mud, snow, rock)"
2020-0357-PAK,"Slide (land, mud, snow, rock)"
2020-0376-USA,Industrial accidents
2020-0384-THA,"Slide (land, mud, snow, rock)"
2020-0388-UGA,Flood
2020-0388-UGA,Lightening
2020-0403-KOR,Flood
2020-0406-ITA,Flood
2020-0406-ITA,Hail
2020-0411-KHM,Flood
2020-0411-LAO,Flood
2020-0411-VNM,Flood
2020-0412-USA,Flood
2020-0418-CHE,Flood
2020-0418-CHE,"Slide (land, mud, snow, rock)"
2020-0418-ITA,"Slide (land, mud, snow, rock)"
2020-0425-CHN,Transport accident
2020-0438-USA,Flood
2020-0462-THA,Flood
2020-0463-PHL,Flood
2020-0463-PHL,"Slide (land, mud, snow, rock)"
2020-0470-VNM,"Slide (land, mud, snow, rock)"
2020-0474-GTM,Flood
2020-0474-GTM,"Slide (land, mud, snow, rock)"
2020-0474-NIC,Flood
2020-0474-NIC,"Slide (land, mud, snow, rock)"
2020-0474-USA,Flood
2020-0474-USA,Surge
2020-0477-COL,"Slide (land, mud, snow, rock)"
2020-0483-USA,Surge
2020-0486-IDN,"Slide (land, mud, snow, rock)"
2020-0487-SOM,Flood
2020-0487-SOM,Surge
2020-0488-COL,Flood
2020-0489-ZAF,Hail
2020-0489-ZAF,Lightening
2020-0495-COL,Flood
2020-0495-COL,"Slide (land, mud, snow, rock)"
2020-0496-CHN,Industrial accidents
2020-0501-PHL,Flood
2020-0501-PHL,"Slide (land, mud, snow, rock)"
2020-0501-VNM,Flood
2020-0506-MEX,"Slide (land, mud, snow, rock)"
2020-0519-IRN,Snow/ice
2020-0521-ITA,"Slide (land, mud, snow, rock)"
2020-0522-UGA,"Slide (land, mud, snow, rock)"
2020-0524-IND,Flood
2020-0531-COD,"Slide (land, mud, snow, rock)"
2020-0533-ITA,Snow/ice
2020-0533-ITA,Storm
2020-0538-USA,Flood
2020-0538-USA,Hail
2020-0542-VNM,Flood
2020-0544-IDN,"Slide (land, mud, snow, rock)"
2020-0554-FJI,Flood
2020-0554-FJI,"Slide (land, mud, snow, rock)"
2020-0555-JPN,Cold wave
2020-0558-PHL,Flood
2020-0560-BRA,"Slide (land, mud, snow, rock)"
2020-0561-THA,"Slide (land, mud, snow, rock)"
2020-0583-USA,Hail
2020-0583-USA,Lightening
2020-0604-ZMB,Broken Dam/Burst bank
2020-0606-CPV,"Slide (land, mud, snow, rock)"
2020-9206-AGO,Food shortage
2020-9235-BFA,Food shortage
2020-9396-LSO,Food shortage
2020-9424-MDG,Famine
2020-9424-MDG,Food shortage
2020-9538-MRT,Food shortage
2020-9569-MLI,Food shortage
2020-9570-NER,Food shortage
2020-9585-USA,Heat wave
2020-9586-MOZ,Food shortage
2020-9609-KEN,Food shortage
2020-9609-SOM,Famine
2021-0003-IDN,"Slide (land, mud, snow, rock)"
2021-0005-IDN,"Slide (land, mud, snow, rock)"
2021-0006-PHL,"Slide (land, mud, snow, rock)"
2021-0011-USA,Flood
2021-0011-USA,"Slide (land, mud, snow, rock)"
2021-0016-ESP,Cold wave
2021-0016-ESP,Flood
2021-0017-TWN,Cold wave
2021-0018-JPN,Cold wave
2021-0026-LKA,Lightening
2021-0026-LKA,Storm
2021-0027-BOL,Hail
2021-0028-MYS,Lightening
2021-0036-MOZ,Flood
2021-0036-ZAF,Flood
2021-0036-ZWE,Flood
2021-0037-USA,Flood
2021-0037-USA,Snow/ice
2021-0040-BRA,"Slide (land, mud, snow, rock)"
2021-0043-USA,Flood
2021-0043-USA,"Slide (land, mud, snow, rock)"
2021-0067-PRY,"Slide (land, mud, snow, rock)"
2021-0069-CHL,Flood
2021-0069-CHL,"Slide (land, mud, snow, rock)"
2021-0072-IND,Flood
2021-0077-CHE,Snow/ice
2021-0079-PHL,Flood
2021-0087-BRA,"Slide (land, mud, snow, rock)"
2021-0090-MDG,"Slide (land, mud, snow, rock)"
2021-0092-ECU,"Slide (land, mud, snow, rock)"
2021-0096-USA,Cold wave
2021-0098-PER,"Slide (land, mud, snow, rock)"
2021-0101-PER,"Slide (land, mud, snow, rock)"
2021-0108-PHL,"Slide (land, mud, snow, rock)"
2021-0117-USA,"Slide (land, mud, snow, rock)"
2021-0125-AUS,Flood
2021-0145-PER,"Slide (land, mud, snow, rock)"
2021-0158-CHN,Snow/ice
2021-0158-MNG,Snow/ice
2021-0165-IDN,"Slide (land, mud, snow, rock)"
2021-0171-THA,Lightening
2021-0173-IDN,Flood
2021-0173-TLS,Flood
2021-0173-TLS,"Slide (land, mud, snow, rock)"
2021-0178-USA,Flood
2021-0182-COL,"Slide (land, mud, snow, rock)"
2021-0185-IDN,"Slide (land, mud, snow, rock)"
2021-0199-USA,Hail
2021-0202-BRA,Storm
2021-0205-PAK,Storm
2021-0211-USA,Transport accident
2021-0212-PER,"Slide (land, mud, snow, rock)"
2021-0214-COL,"Slide (land, mud, snow, rock)"
2021-0230-GTM,"Slide (land, mud, snow, rock)"
2021-0234-IND,"Slide (land, mud, snow, rock)"
2021-0235-PER,"Slide (land, mud, snow, rock)"
2021-0236-PLW,Surge
2021-0248-CHN,Lightening
2021-0248-CHN,Transport accident
2021-0250-USA,Hail
2021-0251-USA,Flood
2021-0251-USA,Hail
2021-0253-LKA,"Slide (land, mud, snow, rock)"
2021-0266-USA,Flood
2021-0266-USA,Hail
2021-0267-IDN,Flood
2021-0272-TJK,"Slide (land, mud, snow, rock)"
2021-0273-USA,Flood
2021-0278-SVK,Broken Dam/Burst bank
2021-0282-RWA,"Slide (land, mud, snow, rock)"
2021-0282-RWA,Storm
2021-0283-TZA,Flood
2021-0284-COD,Earthquake
2021-0284-RWA,Earthquake
2021-0286-UGA,"Slide (land, mud, snow, rock)"
2021-0295-IND,Surge
2021-0305-USA,Flood
2021-0305-USA,Transport accident
2021-0308-BTN,"Slide (land, mud, snow, rock)"
2021-0308-NPL,"Slide (land, mud, snow, rock)"
2021-0318-FRA,Lightening
2021-0320-UKR,Flood
2021-0323-IDN,Tsunami/Tidal wave
2021-0325-MEX,Lightening
2021-0325-MEX,"Slide (land, mud, snow, rock)"
2021-0327-LAO,Flood
2021-0327-VNM,Flood
2021-0328-PAN,"Slide (land, mud, snow, rock)"
2021-0332-BRA,"Slide (land, mud, snow, rock)"
2021-0339-PHL,Flood
2021-0339-PHL,"Slide (land, mud, snow, rock)"
2021-0340-COL,"Slide (land, mud, snow, rock)"
2021-0342-PAK,Flood
2021-0342-PAK,Lightening
2021-0351-CZE,Hail
2021-0351-CZE,Lightening
2021-0355-POL,Hail
2021-0359-MEX,Flood
2021-0359-MEX,"Slide (land, mud, snow, rock)"
2021-0363-CHE,Hail
2021-0363-DEU,Flood
2021-0367-CAN,Heat wave
2021-0369-CAN,Wildfire
2021-0370-CYP,Heat wave
2021-0373-CUB,"Slide (land, mud, snow, rock)"
2021-0373-USA,Flood
2021-0379-IDN,"Slide (land, mud, snow, rock)"
2021-0381-NPL,"Slide (land, mud, snow, rock)"
2021-0392-CHL,"Slide (land, mud, snow, rock)"
2021-0397-RUS,Storm
2021-0405-JPN,"Slide (land, mud, snow, rock)"
2021-0411-AUT,"Slide (land, mud, snow, rock)"
2021-0411-CZE,Hail
2021-0411-DEU,"Slide (land, mud, snow, rock)"
2021-0411-FRA,"Slide (land, mud, snow, rock)"
2021-0411-ITA,Hail
2021-0411-ITA,Storm
2021-0411-LUX,"Slide (land, mud, snow, rock)"
2021-0411-POL,Storm
2021-0416-GMB,Flood
2021-0419-IND,Collapse
2021-0419-IND,Rain
2021-0423-OMN,Flood
2021-0429-PAK,Flood
2021-0429-PAK,Lightening
2021-0430-IRN,Flood
2021-0430-IRN,Lightening
2021-0435-IND,"Slide (land, mud, snow, rock)"
2021-0436-BEL,Lightening
2021-0436-FRA,Flood
2021-0436-FRA,"Slide (land, mud, snow, rock)"
2021-0442-USA,"Slide (land, mud, snow, rock)"
2021-0445-PAN,"Slide (land, mud, snow, rock)"
2021-0454-TUR,Heat wave
2021-0455-BGD,"Slide (land, mud, snow, rock)"
2021-0459-GRC,Heat wave
2021-0480-DZA,Heat wave
2021-0487-USA,Flood
2021-0487-USA,Hail
2021-0488-USA,Storm
2021-0499-NZL,"Slide (land, mud, snow, rock)"
2021-0500-IND,Collapse
2021-0501-TUR,"Slide (land, mud, snow, rock)"
2021-0502-RUS,Drought
2021-0505-BGR,Heat wave
2021-0506-MKD,Heat wave
2021-0507-CHN,"Slide (land, mud, snow, rock)"
2021-0508-JPN,"Slide (land, mud, snow, rock)"
2021-0521-NGA,Storm
2021-0524-MYS,"Slide (land, mud, snow, rock)"
2021-0528-MEX,Flood
2021-0528-MEX,"Slide (land, mud, snow, rock)"
2021-0530-IDN,"Slide (land, mud, snow, rock)"
2021-0531-USA,Flood
2021-0532-USA,Flood
2021-0538-VEN,"Slide (land, mud, snow, rock)"
2021-0551-USA,Flood
2021-0552-MEX,Flood
2021-0552-MEX,"Slide (land, mud, snow, rock)"
2021-0561-ESP,Lightening
2021-0566-USA,Lightening
2021-0578-KOR,Flood
2021-0583-USA,Flood
2021-0584-IDN,"Slide (land, mud, snow, rock)"
2021-0585-IND,Broken Dam/Burst bank
2021-0586-FRA,Lightening
2021-0588-GTM,"Slide (land, mud, snow, rock)"
2021-0590-SLV,"Slide (land, mud, snow, rock)"
2021-0591-MYS,"Slide (land, mud, snow, rock)"
2021-0595-PHL,Flood
2021-0595-PHL,"Slide (land, mud, snow, rock)"
2021-0596-PAK,Lightening
2021-0596-PAK,"Slide (land, mud, snow, rock)"
2021-0602-MEX,Tsunami/Tidal wave
2021-0605-NPL,Lightening
2021-0605-NPL,"Slide (land, mud, snow, rock)"
2021-0612-THA,"Slide (land, mud, snow, rock)"
2021-0632-VNM,"Slide (land, mud, snow, rock)"
2021-0637-UGA,Hail
2021-0637-UGA,"Slide (land, mud, snow, rock)"
2021-0638-COL,"Slide (land, mud, snow, rock)"
2021-0645-OMN,Flood
2021-0645-OMN,"Slide (land, mud, snow, rock)"
2021-0654-PAK,"Slide (land, mud, snow, rock)"
2021-0655-CHN,Storm
2021-0664-PHL,Flood
2021-0664-PHL,"Slide (land, mud, snow, rock)"
2021-0670-PHL,"Slide (land, mud, snow, rock)"
2021-0674-KHM,"Slide (land, mud, snow, rock)"
2021-0674-THA,"Slide (land, mud, snow, rock)"
2021-0675-GEO,"Slide (land, mud, snow, rock)"
2021-0681-IND,"Slide (land, mud, snow, rock)"
2021-0681-NPL,"Slide (land, mud, snow, rock)"
2021-0682-PHL,Surge
2021-0686-MYS,"Slide (land, mud, snow, rock)"
2021-0693-COL,"Slide (land, mud, snow, rock)"
2021-0698-VNM,Flood
2021-0698-VNM,"Slide (land, mud, snow, rock)"
2021-0700-DZA,Lightening
2021-0700-TUN,Lightening
2021-0701-BEN,Broken Dam/Burst bank
2021-0702-MEX,Flood
2021-0705-IRQ,Lightening
2021-0705-IRQ,Storm
2021-0714-LKA,Lightening
2021-0722-LKA,"Slide (land, mud, snow, rock)"
2021-0725-BIH,"Slide (land, mud, snow, rock)"
2021-0737-EGY,Hail
2021-0737-EGY,Insect infestation
2021-0741-CAN,"Slide (land, mud, snow, rock)"
2021-0748-IND,Broken Dam/Burst bank
2021-0763-VNM,"Slide (land, mud, snow, rock)"
2021-0766-ESP,"Slide (land, mud, snow, rock)"
2021-0766-ESP,Snow/ice
2021-0784-USA,Storm
2021-0792-FRA,"Slide (land, mud, snow, rock)"
2021-0809-MWI,Flood
2021-0809-MWI,Lightening
2021-0811-ZAF,Flood
2021-0823-IDN,"Slide (land, mud, snow, rock)"
2021-0845-STP,"Slide (land, mud, snow, rock)"
2021-0845-STP,Storm
2021-9116-AFG,Food shortage
2021-9148-ZAF,Food shortage
2021-9459-KAZ,Heat wave
2021-9546-ETH,Food shortage
2021-9548-IRQ,Heat wave
2021-9548-SYR,Food shortage
2021-9639-SSD,Food shortage
2021-9786-ZWE,Food shortage
2021-9787-ZMB,Food shortage
2021-9848-TZA,Food shortage
2022-0007-USA,Cold wave
2022-0011-IDN,"Slide (land, mud, snow, rock)"
2022-0013-FJI,Flood
2022-0014-PAK,Cold wave
2022-0014-PAK,Snow/ice
2022-0020-BRA,"Slide (land, mud, snow, rock)"
2022-0026-PER,Oil spill
2022-0026-PER,Tsunami/Tidal wave
2022-0026-TON,Tsunami/Tidal wave
2022-0032-MDG,Lightening
2022-0032-MDG,"Slide (land, mud, snow, rock)"
2022-0034-SYR,Cold wave
2022-0052-MOZ,Flood
2022-0053-UGA,"Slide (land, mud, snow, rock)"
2022-0055-RWA,Lightening
2022-0055-RWA,Storm
2022-0058-PER,"Slide (land, mud, snow, rock)"
2022-0061-MDG,Flood
2022-0065-BRA,"Slide (land, mud, snow, rock)"
2022-0081-DNK,Surge
2022-0089-BRA,"Slide (land, mud, snow, rock)"
2022-0091-PRI,"Slide (land, mud, snow, rock)"
2022-0097-DEU,Flood
2022-0109-COL,"Slide (land, mud, snow, rock)"
2022-0126-USA,Hail
2022-0133-ECU,"Slide (land, mud, snow, rock)"
2022-0136-IDN,"Slide (land, mud, snow, rock)"
2022-0137-MOZ,Flood
2022-0137-MWI,Flood
2022-0149-BRA,"Slide (land, mud, snow, rock)"
2022-0157-USA,Hail
2022-0163-PER,Flood
2022-0172-VNM,"Slide (land, mud, snow, rock)"
2022-0178-ECU,"Slide (land, mud, snow, rock)"
2022-0185-USA,Flood
2022-0185-USA,Hail
2022-0190-BRA,"Slide (land, mud, snow, rock)"
2022-0192-COL,"Slide (land, mud, snow, rock)"
2022-0195-PHL,Lightening
2022-0195-PHL,Storm
2022-0200-COL,"Slide (land, mud, snow, rock)"
2022-0204-PHL,Flood
2022-0204-PHL,"Slide (land, mud, snow, rock)"
2022-0205-ZAF,"Slide (land, mud, snow, rock)"
2022-0212-USA,Flood
2022-0212-USA,Hail
2022-0219-IND,Flood
2022-0219-IND,Lightening
2022-0227-USA,Hail
2022-0229-COL,"Slide (land, mud, snow, rock)"
2022-0230-UZB,"Slide (land, mud, snow, rock)"
2022-0232-COD,"Slide (land, mud, snow, rock)"
2022-0232-RWA,"Slide (land, mud, snow, rock)"
2022-0233-COL,"Slide (land, mud, snow, rock)"
2022-0244-CAN,Flood
2022-0244-USA,Hail
